"","date","time","people","status","title","content"
"33","<U+00A0>105/08/19","<U+00A0>10:58:13","<U+00A0>曾仲南","<U+00A0>協理暨財務長","<U+00A0>
代子公司公告:奇美視像科技(股)公司之董事會通過
「訂定民國105年第1次股東臨時會相關事宜」","1.董事會決議日期:105/08/19
2.股東臨時會召開日期:105/09/09
3.股東臨時會召開地點:台南市善化區木柵港西路13號1樓101會議室
4.召集事由一、報告事項:無。
5.召集事由二、承認事項:無。
6.召集事由三、討論事項:無。
7.召集事由四、選舉事項:補選監察人案。
8.召集事由五、其他議案:無。
9.召集事由六、臨時動議:臨時動議。
10.停止過戶起始日期:105/08/26
11.停止過戶截止日期:105/09/09
12.其他應敘明事項:經主席徵詢全體出席董事同意通過。"
"34","<U+00A0>105/08/19","<U+00A0>11:10:12","<U+00A0>呂谷清","<U+00A0>總經理","<U+00A0>
澄清有關經濟日報105年8月19日 C3版報導相關內容","1.事實發生日:105/08/19
2.公司名稱:融程電訊股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:經濟日報
6.報導內容:有關媒體報導，法人預估本公司下半年毛利率也將維持在39至40％的
高檔水準。
7.發生緣由:有關上述報導，係屬記者整理資料之預估與善意報導，特此提出澄清。
8.因應措施:於公開資訊觀測站進行本次公告澄清。
9.其他應敘明事項:無。"
"35","<U+00A0>105/08/19","<U+00A0>11:38:16","<U+00A0>黃男州","<U+00A0>玉山金控總經理","<U+00A0>
玉山金控受麥格理證券邀請參加海外法人說明會","符合條款第四條第XX款：12
事實發生日：105/08/30
1.召開法人說明會之日期：105/08/30 ~ 105/09/02
2.召開法人說明會之時間：08 時 00 分 
3.召開法人說明會之地點：香港、新加坡
4.法人說明會擇要訊息：2016年第2季財業務資訊
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"36","<U+00A0>105/08/19","<U+00A0>13:56:43","<U+00A0>葉麗鳳","<U+00A0>協理","<U+00A0>
本公司更新105年1至7月營收自結數","1.事實發生日:105/08/19
2.公司名稱:懷特生技新藥股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:營收自結數公告誤植
6.更正資訊項目/報表名稱:月營業收入
7.更正前金額/內容/頁次:
105年1月當月營業淨額895仟元、累計營業淨額895仟元。
105年2月當月營業淨額906仟元、累計營業淨額1,801仟元。
105年3月當月營業淨額912仟元、累計營業淨額2,713仟元。
105年4月當月營業淨額913仟元、累計營業淨額3,626仟元。
105年5月當月營業淨額948仟元、累計營業淨額4,574仟元。
105年6月當月營業淨額965仟元、累計營業淨額5,539仟元。
105年7月當月營業淨額1,009仟元、累計營業淨額6,548仟元。
8.更正後金額/內容/頁次:
105年1月當月營業淨額910仟元、累計營業淨額910仟元。
105年2月當月營業淨額948仟元、累計營業淨額1,858仟元。
105年3月當月營業淨額955仟元、累計營業淨額2,813仟元。
105年4月當月營業淨額2,024仟元、累計營業淨額4,837仟元。
105年5月當月營業淨額2,059仟元、累計營業淨額6,896仟元。
105年6月當月營業淨額2,077仟元、累計營業淨額8,973元。
105年7月當月營業淨額2,121仟元、累計營業淨額11,094仟元。
9.因應措施:重新上傳,更正105年1至7月營業收入。
10.其他應敘明事項:無"
"37","<U+00A0>105/08/19","<U+00A0>14:11:54","<U+00A0>蔡樹根","<U+00A0>副董事長","<U+00A0>
公告本公司受邀參加臺灣證券交易所舉辦之『外國上市公司財務業務說明會相關事項 』","符合條款第四條第XX款：12
事實發生日：105/08/22
1.召開法人說明會之日期：105/08/22
2.召開法人說明會之時間：14 時 30 分 
3.召開法人說明會之地點：臺灣證券交易所於1樓資訊展示中心(台北市信義路五段7號)
4.法人說明會擇要訊息：本公司受邀參加臺灣證券交易所舉辦之『外國上市公司財務業務說明會相關事項 』
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"38","<U+00A0>105/08/19","<U+00A0>14:14:58","<U+00A0>黃亮茳","<U+00A0>總經理","<U+00A0>
公告本公司參與法人說明會之相關資訊","符合條款第四條第XX款：12
事實發生日：105/08/23
1.召開法人說明會之日期：105/08/23
2.召開法人說明會之時間：15 時 40 分 
3.召開法人說明會之地點：臺灣證券交易所1樓資訊展示中心(台北市信義路五段7號)
4.法人說明會擇要訊息：本公司受邀參加臺灣證券交易所舉辦之外國上市公司財務業務說明會，說明本公司財務營運概況。
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"39","<U+00A0>105/08/19","<U+00A0>14:29:02","<U+00A0>金崇仁","<U+00A0>副總經理","<U+00A0>
本公司法人董事之代表人變動","1.發生變動日期: 105/08/19
2.法人名稱: 中國鋼鐵股份有限公司
3.舊任者姓名及簡歷: 中鋼公司代表人梁修長，中聯資源公司董事長
4.新任者姓名及簡歷: 中鋼公司代表人郭新進，中鋼結構公司董事長
5.異動原因:改派代表人
6.原任期（例xx/xx/xx至xx/xx/xx）:105/06/21~108/06/20
7.新任生效日期:105/08/31
8.其他應敘明事項:無"
"40","<U+00A0>105/08/19","<U+00A0>14:30:33","<U+00A0>簡裘裘","<U+00A0>總經理","<U+00A0>
澄清媒體報導","1.事實發生日:105/08/19
2.公司名稱:新麗企業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用。
5.傳播媒體名稱:中時電子報、工商時報。
6.報導內容:「.......依新麗評估，工業用不織布，同時以應用端發展出客戶所需的功能
性材料，無論是毛利率、淨利率會比一般性不織布產品高出許多，預期20％以上.......
......明年更有翻倍的空間。」
7.發生緣由:本公司並未發佈105年度任何相關營收、毛利、EPS及預測性財務數據，且本
公司亦未編製及公告任何相關財務預測。有關本公司財務或業務資訊，請以本公司公告
於公開資訊觀測站之資料為準，敬請投資人審慎判斷，以確保自身權益。
8.因應措施:發布重大訊息澄清。
9.其他應敘明事項:無。"
"41","<U+00A0>105/08/19","<U+00A0>14:38:18","<U+00A0>劉啟東","<U+00A0>財務長","<U+00A0>
公告本公司取得機器設備之相關資料","1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
機器設備。
2.事實發生日:105/6/6~105/8/19
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易單位數量：一批；每單位平均價格：新台幣558,779,811元；
總金額：新台幣558,779,811元。
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
TOKYO ELECTRON LIMITED；非關係人。
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用。
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用。
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用。
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依訂單條件付款。契約限制條款:無。其他重要約定事項:無。
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
交易決定方式:議價。價格決定之參考依據:按市場行情。
決策單位:公司採購核定會議決定。
10.專業估價者事務所或公司名稱及其估價金額:
不適用。
11.專業估價師姓名:
不適用。
12.專業估價師開業證書字號:
不適用。
13.估價報告是否為限定價格、特定價格或特殊價格:否
14.是否尚未取得估價報告:是
15.尚未取得估價報告之原因:
不適用。
16.與交易金額比較有重大差異原因及會計師意見:
不適用。
17.經紀人及經紀費用:
無。
18.取得或處分之具體目的或用途:
供生產用。
19.本次交易表示異議之董事之意見:
不適用。
20.本次交易為關係人交易:否
21.董事會通過日期:
不適用
22.監察人承認或審計委員會同意日期:
不適用
23.本次交易係向關係人取得不動產:否
24.依「公開發行公司取得或處分資產處理準則」第十五條規定
評估之價格:不適用
25.依前項評估之價格較交易價格為低者，依同準則第十六條規
定評估之價格:不適用
26.其他敘明事項:
無。"
"42","<U+00A0>105/08/19","<U+00A0>14:38:36","<U+00A0>蔡澤明","<U+00A0>協理","<U+00A0>
本公司受邀參加富邦證券舉辦之海外路演","符合條款第四條第XX款：12
事實發生日：105/08/22
1.召開法人說明會之日期：105/08/22 ~ 105/08/24
2.召開法人說明會之時間：09 時 00 分 
3.召開法人說明會之地點：香港及新加坡
4.法人說明會擇要訊息：本公司受邀參加富邦證券舉辦之海外路演
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"43","<U+00A0>105/08/19","<U+00A0>14:51:58","<U+00A0>盧晉佑","<U+00A0>財務會計主管","<U+00A0>
本公司新增資金貸與金額達「公開發行公司資金貸與及背書保證處
理準則」第22條第1項第3款之規定","1.事實發生日:105/08/19
2.接受資金貸與之:
(1)公司名稱:聯德精密材料(中國)股份有限公司
(2)與資金貸與他人公司之關係:
本公司持股90%之子公司
(3)資金貸與之限額(仟元):543449
(4)原資金貸與之餘額(仟元):94620
(5)本次新增資金貸與之金額(仟元):236550
(6)是否為董事會授權董事長對同一貸與對象分次撥貸或循環動用之資金貸與:是
(7)迄事實發生日止資金貸與餘額(仟元):331170
(8)本次新增資金貸與之原因:
營運週轉
3.接受資金貸與公司所提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.接受資金貸與公司最近期財務報表之:
(1)資本(仟元):273372
(2)累積盈虧金額(仟元):341406
5.計息方式:
2.0 %
6.還款之:
(1)條件:
合約到期日
(2)日期:
合約到期日
7.迄事實發生日為止，資金貸與餘額(仟元):
331170
8.迄事實發生日為止，資金貸與餘額占公開發行公司最近期財務報表淨值之比率:
24.38
9.公司貸與他人資金之來源:
母公司
10.其他應敘明事項:
昆山聯德精密機械有限公司更名為「聯德精密材料(中國)股份有限公司」。"
"44","<U+00A0>105/08/19","<U+00A0>14:58:42","<U+00A0>許秀華","<U+00A0>副總經理","<U+00A0>
代重要子公司廈門廈暉橡膠金屬工業有限公司公告累積處分理財
商品","1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
中國農業銀行“本利豐”保本保證收益型人民幣理財商品
2.事實發生日:105/1/12~105/8/19
3.交易數量、每單位價格及交易總金額:
交易數量：不適用
每單位價格：不適用
累積處分理財商品之交易總金額：人民幣32,500仟元(約新台幣153,889仟元)
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
交易相對人：中國農業銀行
與公司之關係：無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
累積處分利益人民幣330,810.96元(約新台幣1,566仟元)
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
一次付清
10.本次交易之決定方式、價格決定之參考依據及決策單位:
依公司核決權限辦理
11.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
數量：不適用
累積持有金額：人民幣39,500仟元(約新台幣187,034仟元)
持股比例：不適用
權利受限情形：不適用
12.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
占總資產比例：6.04%
占歸屬於母公司業主之權益比例：9.54%
營運資金：新台幣1,607,786仟元
13.經紀人及經紀費用:
不適用
14.取得或處分之具體目的或用途:
投資理財
15.本次交易表示異議董事之意見:
無
16.本次交易為關係人交易:否
17.董事會通過日期:
不適用
18.監察人承認日期:
不適用
19.本次交易會計師出具非合理性意見:否
20.其他敘明事項:
匯率(105/08/18匯率)：美金與人民幣1：6.6314、美金與新台幣1：31.40"
"45","<U+00A0>105/08/19","<U+00A0>15:00:38","<U+00A0>蔡建勝","<U+00A0>總經理","<U+00A0>
代子公司新至升塑膠模具(深圳)有限公司公告取得理財商品。","1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
廣發證券新至升寶亞3號定向資產管理計劃
2.事實發生日:105/8/19~105/8/19
3.交易數量、每單位價格及交易總金額:
交易總金額人民幣35,000,000元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
廣發證券資產管理(廣東)有限公司(中國大陸) 與本公司關係為無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交易以現金(匯款)一次付清 ; 契約限制條款及其他重要約定事項：無
10.本次交易之決定方式、價格決定之參考依據及決策單位:
依合約辦理 ; 決策單位：依核決權限
11.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
累積持有總金額人民幣35,000,000元
12.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
占合併總資產之比例:2.27%;
占歸屬於母公司業主之權益比率為:3.60%;
合併營運資金數額: NTD4,070,579仟元
13.經紀人及經紀費用:
不適用
14.取得或處分之具體目的或用途:
取得理財商品
15.本次交易表示異議董事之意見:
無
16.本次交易為關係人交易:否
17.董事會通過日期:
不適用
18.監察人承認日期:
不適用
19.本次交易會計師出具非合理性意見:否
20.其他敘明事項:
無"
"46","<U+00A0>105/08/19","<U+00A0>15:19:17","<U+00A0>鄒永芳","<U+00A0>副總經理","<U+00A0>
公告本公司董事會決議105年現金增資發行新股之認購
價格與認股基準日案","1.董事會決議或公司決定日期:105/08/19
2.發行股數:普通股172,000,000股。
3.每股面額:新台幣10元。
4.發行總金額:新台幣1,720,000,000元。
5.發行價格:以不低於除權交易日前五個營業日之前一、三、五
個營業日擇一計算之普通股平均股價之七成，擬授權董事長洽承銷商依
當時市場狀況共同議定之。
6.員工認股股數:依公司法第267條規定，保留發行新股總額百分之十計17,200,000股由
本公司員工認購。
7.原股東認購比率:其餘百分之八十計137,600,000股由原股東按認股基準日股東名簿所載
之股東及其持股比例認購，每仟股認購164.9280286股。
8.公開銷售方式及股數:提撥百分之十計17,200,000股辦理公開承銷。
9.畸零股及逾期未認購股份之處理方式:認購未滿一股之畸零股得由股東在停止過戶日起
五日內自行向本公司股務代理機構辦理拼湊整股認購。原股東及員工放棄認股或拼湊不
足一股之畸零股，授權董事長洽特定人按發行價格認購之。
10.本次發行新股之權利義務:本次現金增資發行新股之權利義務與原股份相同。
11.本次增資資金用途:轉投資榮成中國控股公司(Cayman)，間接投資榮成(中國)
等各事業，並考量償還銀行借款以改善財務結構。
12.現金增資認股基準日:105年9月23日。
13.最後過戶日:105年9月18日。
14.停止過戶起始日期:105年9月19日。
15.停止過戶截止日期:105年9月23日。
16.股款繳納期間:105年9月30日至105年10月6日為原股東及員工認股繳款期間;
105年10月7日至105年10月11日為特定人認股繳款日。
17.與代收及專戶存儲價款行庫訂約日期:105年8月19日。
18.委託代收存款機構:第一商業銀行西門分行及全省各地分行。
19.委託存儲款項機構:台北富邦商業銀行安和分行。
20.其他應敘明事項:
(1)本次現金增資發行新股業經金融監督管理委員會105年8月16日
金管證發字第1050030391號函申報生效。
(2)本次增資發行相關事宜，如經主管機關修正或有未盡事宜，或因客觀
環境而需要變更時，授權董事長全權處理之。"
"47","<U+00A0>105/08/19","<U+00A0>15:19:42","<U+00A0>鄒永芳","<U+00A0>副總經理","<U+00A0>
公告本公司董事會決議新增資金貸與金額達新臺幣一千萬元以
上且達本公司最近期財務報表淨值百分之二以上","1.事實發生日:105/08/19
2.接受資金貸與之:
(1)公司名稱:平湖榮成環保科技有限公司
(2)與資金貸與他人公司之關係:
本公司與子公司持股超過百分之五十之被投資公司。
(3)資金貸與之限額(仟元):4453828
(4)原資金貸與之餘額(仟元):248800
(5)本次新增資金貸與之金額(仟元):1659700
(6)是否為董事會授權董事長對同一貸與對象分次撥貸或循環動用之資金貸與:是
(7)迄事實發生日止資金貸與餘額(仟元):1908500
(8)本次新增資金貸與之原因:
營業週轉
3.接受資金貸與公司所提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.接受資金貸與公司最近期財務報表之:
(1)資本(仟元):4781868
(2)累積盈虧金額(仟元):902680
5.計息方式:
3.2%(RMB計價)
6.還款之:
(1)條件:
1.RMB20,000萬元還款之條件為到期歸還借款本金及利息。
2.RMB10,000萬元還款之條件為到期歸還借款本金及利息。
3.RMB5,000萬元尚未貸與。
(2)日期:
1.RMB20,000萬元還款日期為民國106年8月18日。
2.RMB10,000萬元還款日期為民國106年8月21日。
3.RMB5,000萬元尚未貸與。
7.迄事實發生日為止，資金貸與餘額(仟元):
11406260
8.迄事實發生日為止，資金貸與餘額占公開發行公司最近期財務報表淨值之比率:
76.83
9.公司貸與他人資金之來源:
母公司
10.其他應敘明事項:
公司貸與他人資金之來源係本公司自有資金。"
"48","<U+00A0>105/08/19","<U+00A0>15:19:59","<U+00A0>鄒永芳","<U+00A0>副總經理","<U+00A0>
公告本公司董事會決議新增資金貸與金額達新臺幣一千萬元以
上且達本公司最近期財務報表淨值百分之二以上","1.事實發生日:105/08/19
2.接受資金貸與之:
(1)公司名稱:江蘇榮成環保科技股份有限公司
(2)與資金貸與他人公司之關係:
本公司與子公司持股超過百分之五十之被投資公司。
(3)資金貸與之限額(仟元):4453828
(4)原資金貸與之餘額(仟元):497600
(5)本次新增資金貸與之金額(仟元):948400
(6)是否為董事會授權董事長對同一貸與對象分次撥貸或循環動用之資金貸與:是
(7)迄事實發生日止資金貸與餘額(仟元):1446000
(8)本次新增資金貸與之原因:
營業週轉
3.接受資金貸與公司所提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.接受資金貸與公司最近期財務報表之:
(1)資本(仟元):3294600
(2)累積盈虧金額(仟元):-6170
5.計息方式:
3.2%(RMB計價)
6.還款之:
(1)條件:
1.RMB10,000萬元還款之條件為到期歸還借款本金及利息。
2.RMB10,000萬元尚未貸與。
(2)日期:
1.RMB10,000萬元還款日期為民國106年8月21日。
2.RMB10,000萬元尚未貸與。
7.迄事實發生日為止，資金貸與餘額(仟元):
11406260
8.迄事實發生日為止，資金貸與餘額占公開發行公司最近期財務報表淨值之比率:
76.83
9.公司貸與他人資金之來源:
母公司
10.其他應敘明事項:
公司貸與他人資金之來源係本公司自有資金。"
"49","<U+00A0>105/08/19","<U+00A0>15:23:34","<U+00A0>蔡澤明","<U+00A0>協理","<U+00A0>
公告本公司國內第一次無擔保轉換公司債(以下簡稱上緯一)
於105/8/31變更為上緯國際投資控股股份有限公司公司債。","1.事實發生日:105/08/09
2.公司名稱:上緯企業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
一、本公司於105/5/9召開上緯一債權人會議之決議事項
通過修改本公司一○二年度發行國內第一次無擔保可轉換公
司債發行及轉換辦法，將發行人變更為上緯國際投資控股股
份有限公司(以下簡稱上緯投控)。
二、上緯投控股份轉換基準日為105/8/31，上緯一於該基準日
終止上櫃，轉由上緯投控公司債上櫃交易。
三、以上，經財團法人中華民國證券櫃檯買賣中心105年8月9日
證櫃債字第1050021304號函同意。
6.因應措施:無
7.其他應敘明事項:無"
"50","<U+00A0>105/08/19","<U+00A0>15:24:12","<U+00A0>蔡澤明","<U+00A0>協理","<U+00A0>
公告本公司國內第二次無擔保轉換公司債(以下簡稱上緯二)
於105/8/31變更為上緯國際投資控股股份有限公司公司債。","1.事實發生日:105/08/09
2.公司名稱:上緯企業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
一、本公司於105/5/9召開上緯二債權人會議之決議事項
通過修改本公司一○四年度發行國內第二次無擔保可轉換公
司債發行及轉換辦法，將發行人變更為上緯國際投資控股股
份有限公司(以下簡稱上緯投控)。
二、上緯投控股份轉換基準日為105/8/31，上緯二於該基準日
終止上櫃，轉由上緯投控公司債上櫃交易。
三、以上，經財團法人中華民國證券櫃檯買賣中心105年8月9日
證櫃債字第1050021304號函同意。
6.因應措施:無
7.其他應敘明事項:無"
"51","<U+00A0>105/08/19","<U+00A0>15:35:30","<U+00A0>張惠純","<U+00A0>財務主管","<U+00A0>
公告本公司訂定現金減資基準日、換發股票
作業計畫書及減資換發股票基準日等相關事宜","1.董事會決議日期:105/08/19
2.減資基準日:105/08/19
3.減資換發股票作業計畫:
一、茲依據本公司105年6月22日股東常會決議辦理現金減資案，辦理全面換發股票
作業，並依「臺灣證券交易所股份有限公司上市公司換發股票作業程序」之規定，
訂定本作業計畫。
二、本次應換發之股票，包括歷年發行之全部上市股票，計普通股189,820,383股
，每股面額為新台幣10元，共計新台幣1,898,203,830元。
三、本次現金減資新台幣227,784,460元整，共銷除股份22,778,446股，減資比率為
12%，用以改善資本結構、提昇股東權益報酬率；依公司法第168條之規定，減少資
本應依股東所持股份比例減少之。
四、本次減資後股數計167,041,937股，每股面額為新台幣10元，計新台幣
1,670,419,370元。
五、本次減資銷除股份換發新股票(採無實體發行)，依「減資換股基準日」股東名
簿記載各股東持有股份分別計算，每仟股換發新股880股及每股退還新台幣1.20元
（即股東每仟股減少120股並退還現金1,200元），以匯款或郵寄支票方式發放（發
放至元為止，元以下捨去），發放處理費由股東自行負擔。減資後不滿壹股之畸零
股，按面額計算給付現金，計算至元為止(元以下捨去)，不滿壹股之畸零股授權董
事長洽特定人依面額認購之。
六、減資換發股票日程：
(一)減資換股票基準日為105年10月8日。
(二)舊股票最後交易日為105年9月29日。
(三)舊股票自105年9月30日起停止在市場買賣。
(四)舊股票自105年10月4日起至105年10月13日止停止辦理過戶，最後過戶日為105
年10月3日。
(五)新股票上市買賣日（舊股票終止上市日）訂為民國105年10月14日，自新股票
上市買賣之日起原上市買賣之舊股票不得作為買賣交割之標的。
(六)減資後換發之新股其權利義務均相同。
(七)現金減資退還股款發放日：105年10月14日。
七、換發程序及手續：
(一)本公司已採無實體發行有價證券，屆時將不再發行實體股票，故請尚未在證券
商開設保管劃撥帳戶之股東，儘速至往來證券商開設保管劃撥帳戶，以利辦理換發
作業。
(二)已過戶舊股票換發：請股東持舊股票、原留印鑑章，俟新股換發日（105年10
月14日）後，至本公司股務代理機構福邦證券股務代理部辦理股票換發手續。
(三)未過戶舊股票換發：須俟新股換發日（105年10月14日）後，請股東持舊股票
、轉讓過戶申請書、買進報告書或證券交易稅單、股票領回號碼清單等相關證明文
件及身分證正反面影本、股東印鑑卡、印鑑章至本公司股務代理機構福邦證券股務
代理部辦理股票換發手續。
(四)原已存放於證券商開設之保管劃撥帳戶之股票，由臺灣集中保管結算所股份有
限公司於新股上市買賣日統一換發為無實體之新股，不需辦理任何手續。
(五)換發地點：台北市中正區忠孝西路一段6號6樓，電話：02-2371-1658，福邦證
券股務代理部。
八、其他未盡事宜，擬依公司法及其他相關法令辦理。
九、為配合主管機關實際作業時程之更迭，擬授權董事長得視實際作業進度修訂預
計之相關作業日程。
4.換發股票基準日:105年10月8日
5.減資後新股權利義務:與原發行之股份相同。
6.新股預計上市日:105年10月14日
7.預計減資新股上市後之上市普通股股數:167,041,937股
8.預計減資新股上市後之上市普通股股數占已發行普通股比率
 （減資後上市普通股股數/減資後已發行普通股股數）:100%
9.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，
  請說明股權流通性偏低之因應措施:不適用
10.其他應敘明事項:
該減資案業經105年08月18日金融監督管理委會金管證發字第1050030248號申報生效
在案，減資基準日僅作為向經濟部申請辦理減資變更登記之用。"
