"","title","author","time","scraping_time","content_url","content","response","viewcount"
"11","漢微科出嫁荷商 公平會准了","康和期貨 李貞儀","2016-08-25_14:05","2016-08-27_20:25:26","http://www.moneydj.com/forum/showtopic-130124.aspx","台股股后漢微科千億嫁荷商艾司摩爾（ASML）案，公平會昨（24）日准了！公平會指出，ASML半導體微影設備與漢微科半導體缺陷檢測設備，運用於晶圓不同製程階段，不具產品替代可能性，屬多角化結合，准予結合。經濟部投審會昨天指出，ASML已於8月初送件，現由各相關單位書面審查，若來得及，最快下月就能進入實質審查。這椿跨國聯姻案預計年底前完成，屆時漢微科也將從台股下市。針對ASML斥資1,000億元收購漢微科流通在外股分。公平會指出，ASML於半導體微影設備市場具有極高市占，漢微科在半導體缺陷檢測設備市占亦達10％，但審酌法令管制、技術門檻後，認為兩企業未有跨入彼此業務領域發展計畫等因素，且無顯著限制競爭疑慮，故不予禁止。經濟部認為，ASML是半導體曝光設備第一把交椅，雙方策略聯盟對產業布局正向，可將國內產業納入國際供應鏈；未來漢微科研發中心根留台灣，並不算產業出走。相關官員說，ASML8月初向投審會遞案申請外人投資，待官方核准後才能進行此併購案。一般而言，文件齊備情況下，2個月內可得知結果，但若進度一切順利，也不排除9月底就能審查。經濟部認為，漢微科與ASML先前早有技術合作，2公司產品並無重疊，未來技術開發具互補性；待業者向經部遞交申請時，將朝三大面相評估：一、未來員工就業保障，二、未來投資規畫，三、對國內半導體產業是否有助益。from:https://tw.news.yahoo.com/漢微科出嫁荷商-公平會准了-215007636--finance.html","0 "," 184"
"12","鴻海認購為何爆出近期天量？原來除權息報酬率這麼高","大昌期貨郭靜宜","2016-08-25_12:47","2016-08-27_20:25:27","http://www.moneydj.com/forum/showtopic-130120.aspx","鴻海(2317-TW)將於9月2日除權息，投資人有意提前搶搭這波填息行情，不僅本周以來股價漲逾3%，觀察到權證市場也爆出罕見大量，昨天衝出近期單一標的少見的1.8億認購大量，今天開盤不到半小時，認購又已出現超過6000萬元的成交量，統計過去5年鴻海除權息前後1周的價量表現，發現行情約在4個交易日前開始發酵，又除權息當天(T日)漲幅最大。資料來源：鉅亨網","0 "," 123"
"13","戰情中心即時訊息-8/25除權息","台新小新","2016-08-25_11:07","2016-08-27_20:25:29","http://www.moneydj.com/forum/showtopic-130110.aspx","1058.PNG(58.57K)2016/8/25上午11:06:501059.PNG(70.51K)2016/8/25上午11:06:50說明：「除息影響點數」欄位空白者為上櫃公司，不影響加權指數。資料來源：台新投顧台新證小新懂生活就懂投資，您證券投資的智慧好夥伴！最新優惠活動：開戶立即享證券電子下單手續費優惠信用開戶e指通-免出門、免臨櫃，手機一滑輕鬆申辦開戶賞好禮-證券下單我最省，再A下單抵用金！---------------------------------------------------免臨櫃線上開戶由此進請專人與我聯絡button.jpg(7.34K)2016/8/25上午11:06:50","0 "," 189"
"14","2016/08/25 晨訊!","sdanny","2016-08-25_08:51","2016-08-27_20:25:31","http://www.moneydj.com/forum/showtopic-130105.aspx","825.jpg(155.79K)2016/8/25上午08:51:002016/08/25多空訊息!http://blog.cnyes.com/My/danny20160119/article2315568今天晨訊供大家參考!一起討論，互相研究！*僅供參考，不做操作建議，營虧自負*也歡迎大家一起跟我加入小丹尼投資團隊LINE@，裡面有更多資訊!而且回復也很快!","0 "," 168"
"15","台股盤勢分析20160825","台新小新","2016-08-25_08:31","2016-08-27_20:25:33","http://www.moneydj.com/forum/showtopic-130104.aspx","0827.PNG(309.18K)2016/8/25下午04:04:56資料來源：台新投顧台新證小新懂生活就懂投資，您證券投資的智慧好夥伴！最新優惠活動：開戶立即享證券電子下單手續費優惠信用開戶e指通-免出門、免臨櫃，手機一滑輕鬆申辦開戶賞好禮-證券下單我最省，再A下單抵用金！---------------------------------------------------免臨櫃線上開戶由此進請專人與我聯絡button.jpg(7.34K)2016/8/25下午04:04:56","0 "," 124"
"16","操盤心法－短空勢力漸起 留意旺季效應和匯率變化","大昌樹林~游燕玲","2016-08-25_08:25","2016-08-27_20:25:35","http://www.moneydj.com/forum/showtopic-130103.aspx","國際市場分析：近期市場焦點從英國脫歐重新拉回美國市場，升息與否的意見與猜測依舊分歧。先有Fed官員重申升息可能，FOMC會議紀錄卻符合市場的鴿派預期，而緊接著登場的則是本週末的全球央行會議，Fed主席發言勢必再引發熱烈討論，預料越接近會議日期，不確定性將令市場愈趨保守，緊縮議題若沒有升溫，金融市場或有機會於會議結束後再走一段的資金行情。除升息議題外，資金動向同時也受陸股題材影響。深港通激勵上證，投資人積極追捧相關商品，MSCI調升權重、G20會議登場、SDR正式上路，及未來A股還有納入MSCI指數的機會，皆使投資人對陸股充滿期待。對台股而言，此次引發的資金排擠效應，市場普遍認為相對輕微，但不確定性常有放大恐慌的效果，若開始出現懷疑熱錢已重新配置的聲浪，將對台股造成一定的影響，陸股與新興亞幣匯率的變化將是觀察重點。台幣升多回貶雖使目前指數開始修正，但短線未見資金明顯匯出跡象，推測貶值應屬獲利了結，加上現階段美國升息機率偏低，熱錢正式轉向的機率有限，預料行情應不致於立即結束。對資金延續性的猜疑或使台股先修正與中期均線的乖離，後續若可以旺季效應接軌熱錢行情，預期此次回檔應有助於提高後市增量上攻的機率，新台幣走勢與熱錢之間的關連仍應多加留意。台股操作建議：政黨輪替後至今，台幣最大升值幅度近5％，台股亦自8,000點上攻至9,200點，漲幅達15％，外資堪稱最大推手。不過，匯損侵蝕電子獲利、陸股吸金陰霾又起，加上兆豐金弊案與外銷訂單苦吞16黑，台幣回貶影響短多空間，台股不僅摜破短均，整數關卡與月線支撐亦接連失守，所幸短線賣壓不大，預估回檔幅度應有限，後續對產業業績增溫的期待，應可提供台股再攻動能。洗錢事件與鷹派言論將左右投資人信心，對盤勢影響甚鉅，預料9/2的非農報告，將再次牽動市場對9/20FOMC的臆測，而9月的產油國會議除將牽動油價變化外，亦將影響市場對總體經濟的看法，加上國內GDP表現深受匯率影響，也提供央行降息助貶的動機，預料皆將增添台股季底的波動幅度，應多加留意。選股方面，儘管電子權值股陷入整理，資訊通產品出口表現亦不如預期，但外資籌碼仍偏正向，一旦動作更加積極，科技族群仍可起帶頭作用，可多觀察品牌廠的拉貨狀況，目前在手訂單明朗，下半年營運仍將持穩向上，包括電競PC、網路購物、電源供應器、連結線、砷化鎵、網通、手機零組件、IC設計和晶圓代工等相關個股，股價應仍有上漲空間。傳產股中，汽車族群強勢依舊，塑化與醫材族群穩健走強，原物料與零售通路等亦有機會出現突出表現，另重申生技股基本面並未改變，看好該族群將成為下波大盤重點，建議逢回可伺機建立部位。http://www.chinatimes.com/newspapers/20160825000203-260206","0 "," 250"
"17","上市櫃公司熱門股排行","jessica6136","2016-08-25_08:21","2016-08-27_20:25:37","http://www.moneydj.com/forum/showtopic-130102.aspx","分享分享資料時間：8月24日資料提供：CMoney，實際數據資料以交易所公告為準。","0 "," 78"
"18","如何聚焦指標個股，精準布局？","鴨寶&押寶","2016-08-25_08:19","2016-08-27_20:25:39","http://www.moneydj.com/forum/showtopic-130099.aspx","經濟日報提供分享","0 "," 176"
"19","戰情中心即時訊息-期現貨","台新小新","2016-08-25_08:18","2016-08-27_20:25:41","http://www.moneydj.com/forum/showtopic-130098.aspx","1.現貨：三大法人合計賣超8.0億元，其中外資賣超3.5億元，投信賣超0.9億元，自營商賣超3.7億元。2.期權：外資台指期淨多單76346口(-3558口)，選擇權淨空單17326口(+8796口)。3.外資連續四日賣超，雖然賣超金額不大，但未能持續作多，亦顯示外資偏多態度已有降溫的跡象。0815.PNG(30.88K)2016/8/25下午04:05:48資料來源：台新投顧台新證小新懂生活就懂投資，您證券投資的智慧好夥伴！最新優惠活動：開戶立即享證券電子下單手續費優惠信用開戶e指通-免出門、免臨櫃，手機一滑輕鬆申辦開戶賞好禮-證券下單我最省，再A下單抵用金！---------------------------------------------------免臨櫃線上開戶由此進請專人與我聯絡button.jpg(7.34K)2016/8/25下午04:05:48","0 "," 174"
"20","散戶歸隊 證券帳戶餘額暴增","大昌劉澤慧","2016-08-25_08:04","2016-08-27_20:25:43","http://www.moneydj.com/forum/showtopic-130095.aspx","央行昨（24）日公布，散戶投資信心指標—證券劃撥帳戶餘額，7月暴增1,105億元，為歷史新高，餘額突破1.5兆元，至1兆5,279億元，同步締造新高紀錄。台股高檔整理、近期面臨9,000點大關攻防戰，中央銀行經研處副處長吳懿娟昨日信心喊話說，目前國內資金很充裕，「股市資金動能沒問題」。吳懿娟說，證券劃撥帳戶餘額創新高，主要是7月台股交易活絡，以及企業發放的現金股利入帳所致。銀行主管解讀，台股近日漲不動，關鍵在於沒信心，而非缺資金。7月時因受惠外資大舉淨匯入，以及外匯存款暴增等因素，貨幣總計數M1B、M2年增率雙雙上漲為6.24%及4.7%，持續維持M1B高於M2年增率的「黃金交叉」格局，代表台股資金行情可望續航。央行資料顯示，在土洋資金熱情簇擁下，台股7月順利漲破9,000點大關；而7月股市月平均股價指數為8,900點，較6月上漲305點，日平均成交值也由6月的651億元，增加至773億元。外資7月淨匯入27.04億美元，其中絕大多數，都是衝著台股而來；外資匯入後，暫泊資金的外人新台幣帳戶，7月底漲破2,000億元，較上月增加165億元，這些資金，隨時都可能投入台股。吳懿娟還說，截至8月22日為止，今年企業預計發放1.26兆元的現金股利，續創歷史新高，外資與散戶荷包滿滿，也是促使外人新台幣存款、證券劃撥帳戶餘額水位上升的另一主因。貨幣總計數有三種，包括M1A、M1B和M2，三者間的關係，有如「同心圓」。同心圓的最內圈為M1A，包括民眾口袋的錢，加上支票存款及活期存款的總和；M1A的外面一圈是M1B，即為M1A加上活期儲蓄存款，因貨幣組成自由度高，M1B被視為股市資金動能指標。M1B加上定存、外幣存款及郵政儲金等準貨幣，就是廣義貨幣總計數M2。央行貨幣政策以M2為主要觀察及控制指標，貨幣總計數成長快速，代表國內貨幣及購買力增加，景氣與股市就會比較活絡；數據下降通常表示貨幣減少、景氣下滑。轉貼自:http://udn.com/news/story/7251/1917621","0 "," 152"
